video_id,time,author,text
AB5A2kMUpEo,1 miesiąc temu,@abrrrakadabrrra,"do bardzo dobrego to jednak trochę brakuje, dałbym 4+"
OYskjDJ63UQ,2 dni temu,@franciszekzielony,Stanowski jeszcze się zdziwi jak wejdzie do II tury...
9evQ1IszSVY,1 miesiąc temu,@ukasztrawinski5113,Bo reszta kłami......
7QAFj0G2N34,5 dni temu,@DziadDziad-f6l,Jeszcze go brakowało w tym cyrku.
m6F74qbTzpw,7 dni temu,@LifestyleMartaandZoe," @iwonapankowska4432 zapytaj cwoczku, w czyim interesie były tramwaje do Wilanowa i zlikwidowanie autobusów do centrum. Zapytaj tych co im nagle pętlę wybudowali, zamiast centrum handlowego. Potem trzeba zadać pytanie czemu ogromny problem jest z połączeniem dolnego Mokotowa z górnym Mokotowem"
ua4AiwMMrC0,4 dni temu,@Dawid-c1e,Chyba psa a nie marszałka
-JH9onEuq9M,6 dni temu,@Rosiniak95,A to nie ty pisałeś to samo o Hołowni?
Q3mCysi5iWQ,4 tygodnie temu,@ErinLeggett-q3f,Algorithm finally did something right
Vx5_YGvyhgY,2 tygodnie temu,@Magda-j8i,Dziennikarze w TVP reprezentują taką kulturę jak rządzący... Żenada.. brak kultury i szacunku..
Q3mCysi5iWQ,1 miesiąc temu,@Adam.83,Holownia ty umiesz rozdzielać kościół od państwa zapalając świecznik Chanuki w sejmie Polskim 😂
kNOy3z2kl68,1 miesiąc temu (edytowany),@tomzpl," @basiaem2590  to sobie znowu zagłosuj na popis, tym razem już na pewno się uda, wszak wiadomo 20 lat to za krótko żeby cokolwiek dobrego zrobić."
t9uEk-xqlOI,1 miesiąc temu,@_borsuk_,"Trzaskowski zorganizował swoją debatę, na swoich zasadach, ze swoją TV i jeszcze PRZEGRAŁ xD tragiczny gość"
HU_tOLI2Hvc,2 tygodnie temu,@mariaredzik6059,Ja pozdrawiam Grzegorza Brauna
EpUhR6x10Ww,4 tygodnie temu,@Up-rp1ky,"Sklamlaca chihuahua to bardzo trafne okreslenie tego szczekacza. Irytowalo mnie to, ze prowadzaca nie potrafila zaprzestac jego ciaglych przerywnikow."
-JH9onEuq9M,5 dni temu,@marekwinnicki9603,Najlepiej głosuj na alfonsa
PC2lqAnXzvA,1 miesiąc temu (edytowany),@dawid7496,"Ojciec to wyniosły facet który dba głównie o siebie 

No coś podobnego 
Pani senyszyn na nowo zdefiniowała ojca"
rZxHGFOj3VQ,1 miesiąc temu,@roxon8803,"chyba Nawrockiemu który nic nie wie i nie ma żadnych poglądów, zwykły długopis duda v2"
uoNr-izIr0o,2 tygodnie temu,@luxvermax2671,"Tak, tak.....prawda, rozsądek i moralny kręgosłup to teraz skandal! Tylko G. Braun! Brawo!"
W8ubaCrUIFQ,1 miesiąc temu,@krystynajanczak3159,Zobaczyć P.Brauna z P.Trzaskowskim........
uBHyjpWUnZQ,4 tygodnie temu,@grzegorzbul8563,"Na hulajnoge i zjezdzaj ,bo mama woła"
Q3mCysi5iWQ,1 miesiąc temu,@gengiskhan6749,Genialne
WH6SHOiXgWQ,4 dni temu (edytowany),@Venchi99,"Będzie Pani męczennikiem platformy, czy innej partii koalicji na NFZ. Współczuję cierpień za fanatyzm partyjny"
30dDnzGc3ag,4 tygodnie temu,@AleksandraNowacka-v8r,"Może powiesz coś o kandydacie Maciej Maciak z musisz to wiedzieć 
Tylko proszę się zapoznać z tym co ma do powiedzenia a nie z tym co inni mają o nim do powiedzenia
Nie bez powodu nie dopuszczają go do głosu ...."
DNJ2CQ7D-84,9 dni temu,@mariam.554,Braun ma rację
_sORek6I6gQ,2 tygodnie temu (edytowany),@konradglowacki3829,Sluchajcie jest taka akcja Maciak lepszy niz Biejat chodzi o to zeby Maciak kandytat kojarzony jako proputinowski mial wiecej glosow niz Krwawa Biejat tepa feministka - w drugiej rundzie i tak zaglosujecia na kogos innego i bedzie to ktos z pary po-pis albo nie zaglosujecie wcale - to jedne z ostatnich wyborow pokolenia solidarnosci a to oni glosuja na ta pare wiec wkrotce zla bajka o duopolu nam sie skonczy nie mniej teraz jeszcze oni zadecyduja dlatego my  w pierwszej turze pokazmy czerwona kartke ruchowi wake up 2 [bo ruch wake up jeden jest religijny i spolecznosc lgbtq+psl po prostu ukradla im nazwe]. Wiec nawet jak nie chodzicie na wybory teraz mozecie utrzec nosa tepej feminisce i calemu temu ruchowi dziwaczek a to jest chyba warte tego zeby zrobic sobie spacer do urny wyborczej.
FZYMg2ftHhE,4 tygodnie temu,@jacekbanas8756,"Brawo Senyszyn ,brawo Hołownia  za merytoryke , brawo stanowski za sarkazm 😂😂😂😂😂
Braun  - syn wiaru i kurzu 👍"
hiCIBDQH2_g,12 dni temu,@KrzysztofSarna,Zapraszam do subskrybowania kanału. Będę bardzo wdzięczny!
mDGdhM32fPE,1 miesiąc temu,@Pawel-Sisu, @Elzbieta-tx6kn  Ja w matrixie będzie się teleportował hehe
P1VIeoKuv3k,13 godzin temu,@gaga982,"@DancioTurbo3000,  czy ty nie rozumiesz,ze pan Jerzy może mieszkać do śmierci w swojej kawalerce ( chwilowo przebywa w DPS- ie) ,jest zapis,ze po jego śmierci kawalerkę przejmie fundacja. Pan Nawrocki utrzymuje,czyli placi za to mieszkanie,a utrzymywać, to nie znaczy opiekować się czlowiekiem. Tak naprawde,tematem debaty nie powinna być 26-metrowa klitka( pan Nawrocki nie dysponuje tym mieszkaniem),a palący problem,czyli nielegalna imigracja. Niemcy nagminnie podrzucają nam tych z Polnocnej Afryki i Arabii ,ktorych chcą sie pozbyć, bezpieczeństwo Polski jest zagrożone.,pod tym kątem trzeba wybierać."
kNOy3z2kl68,1 miesiąc temu,@PolitykaDoSmietnika,Bartoszewycz się wydał że jest proizraelski i od nich zależny
D-LSi_fUaK0,2 tygodnie temu,@mivienne," @aryakox  Polecasz mi przeczytać historię o tym, ale ja już to wszystko dawno przeczytałam. I co to zmienia?"
K4g_S65Yg-0,1 dzień temu,@KrystynaPaczos-mq4bp,Pan Grzegorz Braun na prezydenta Polski ❤🇵🇱🇵🇱🇵🇱🇵🇱
-JH9onEuq9M,5 dni temu,@tpstps700,Dej a wez dej se spokój Rafał nikt cie nie lubi...
K4g_S65Yg-0,1 dzień temu,@indridkold345,Szabes-goje 😂. Teraz otworzyły mi się oczy
kNOy3z2kl68,1 miesiąc temu,@ANTONINA11ABLE,"Przesady wiedzieliśmy, przynajmniej część społeczeństwa niewielka ale jednak​ @Monika-r1g5b "
AB5A2kMUpEo,1 miesiąc temu,@izabelpolka9745,"Dyskryminacja, brak równości w traktowaniu kandydatów na prezydenta, którzy uzyskali 100 tys podpisów.

Mamy więcej niz 3 kandydatów."
94_Obg8edkA,8 dni temu,@987omakama,Jeszcze nikomu nie udowodniono tych malwersacji.....Co to za oskarzenia .....TO JEST DOMNIEMANIE POKI CO. !!!!!
GIwff4nP6LU,1 miesiąc temu,@MarcinGowniak,"Przepraszam,gdyby nie ten popis tam pani by nie było.bede głosował za krajem i ojczyzna,tszask trzeba nie brAc pod uwagę"
fmZDMUajWto,4 tygodnie temu,@stukupuku7261, @kamiltomasiewski5426  Człowieku wypadl najlepiej poza tym kazdy go omijal jezeli chodzi o pytania wiec jak na tyle czasu co mial to jak dla mnie mistrz a przede wszystkim kultura na najwyzszym poziomie
K2lap6DAhbQ,4 tygodnie temu,@patrykch.3000,W wyborczej napisali XD
L8kqGzbmu6E,1 miesiąc temu,@BubaBubulinek,Oby nie PiS.... ale serio parodia  ta debata
U0Wu6Yj8It8,1 miesiąc temu,@gureedoteam5632,"Serio, ten rząd nie ma pojęcia co robi."
BPCqlDZinOg,1 dzień temu,@monikaalwazan1314,"Nagonka na Nawrockiego to jak w przypadku Trampa. 
To ja tym bardziej na niego zagłosuję!"
Q3mCysi5iWQ,1 miesiąc temu,@PoulFrommPoland,To przejdzie do historii tego kraju
drhIr2sYbzU,22 godziny temu,@irekpohrebny9228,Mam ich wszystkich dosyć po tej samej debacie banda chipokrytow.
oAdrF6BDCsU,2 tygodnie temu,@WojciechW-f6z,​@maciezezchyba masz coś z głową nie tak bo słuchasz i nic nie rozumiesz!
P1VIeoKuv3k,1 dzień temu,@MrAndrzej5050,"Wygrał ten, kto najwięcej zyska w najbliższych sondach"
gE0laXVB0qw,5 dni temu (edytowany),@anianapiorkowska7249,"Z całym szacunkiem TWÓR MEDIALNY to osoba,  która na jednej konwencji nie umie o sobie powiedzieć nic a dwa miesiące później bryluje na salonach ale to też osoba,  która nie uważa nic do czasu aż ktoś jej powie co ma uważać. To nie couch to sztab couchów bo materiał oporny.  Tym dla mnie jest TWÓR MEDIALNY"
8Zy-iglLe4g,2 tygodnie temu (edytowany),@sawomirasurmacz8362,Proszę wszystkich o zwrócenie uwagi który kandydat na Prezydenta RP ma program i  przedstawia go dla narodu podczas debaty.To właśnie z realizacji programu będzie rozliczał go naród. Dlaczego o tym nikt nie mówi w  debacie.....? a to jest przecież podstawa debaty. Proszę wszystkie media o zwrócenie uwagi na najważniejszy cel debaty.
7QAFj0G2N34,5 dni temu (edytowany),@beatab5831,Niech z Putinem sobie pogada.😅☎️📞
9evQ1IszSVY,1 miesiąc temu,@raphaelm4199,"Watpie, ale zawsze mozna byc naiwny."
EpUhR6x10Ww,4 tygodnie temu,@magorzatarzepka6091,No wiesz wziął kredyt i będzie go spłacał za to Szymuś pompuje się pieniędzmi od osób o dziwnych powiązaniach pisał o tym Newsweek. Potem takim dziwnym osobom trzeba się odwdzięczyć 😀Jego oficer prowadzący to Kobosko więc wiadomo skąd te dziwne osoby😀
Bo_BY3jPsSY,2 tygodnie temu,@ManiekYTTV,Gość od sondaży jest mega kiepski :(
Ty4lnOFWtl8,13 dni temu (edytowany),@Sruczczi,"Teraz to nie sa klamstwa, tylko czasy sie zmieniły 😂😂"
vjf3BzpqDAk,2 tygodnie temu,@joziww875,Doktor politologi to jednak wyższa liga 😆😆😆😆😆😆
VaC3mfIZ5pQ,2 tygodnie temu,@STANWL66,Holownia wije się jak glisda ludzka przygnieciona obcasem przez Pana Mentzena...
hK8lGMkQKZk,2 dni temu,@AGRO_DANX," @wittywolk  Masz bardzo mało do powiedzenia patrząc, że na pewne tematy nie chcesz spojrzeć szerzej"
VMmhsHJ69To,2 tygodnie temu,@kevinmitnik3920,Trzeba pilnować Nitrasa !
QPJ-binnO1g,2 tygodnie temu,@grazynadziadek7644,​ Oczywiście że nie w konfederacji i w pisie jest ich wiele.
lr3gjsSY_co,3 dni temu,@darhad75,Mieszek monet Sticza😂
-JH9onEuq9M,5 dni temu,@setup3030,I przed Sebą Makuchowskim.
GIwff4nP6LU,1 miesiąc temu,@haneczkahaneczka3091,Mój głos oddam na pana Grzegorza Brauna !
PC2lqAnXzvA,1 miesiąc temu,@ek-zh6th,W Polsce mamy już zbyt dużo idiotów w rządzie więc nie trzeba nam jeszcze prezydenta takiego samego więc pani Senyszyn powinna sobie odpuścić prezydenturę.
P9i0WWOhVRg,3 tygodnie temu,@xzbit4266,Mentzen goat 🐐
gE0laXVB0qw,5 dni temu,@photoportraitist,"@ Nie bardzo wiem, co cchiałeś napisać. Ale warto zastanowić się nad wspomnianym CPK, gdzie Trzask zarzuca PiSowi brak konkretnego projektu, podczas gdy projekt został przygotowany, z podaną potencjalną efektywnością. Nawet 500+ zostało docenione przez Trzaskowskiego, gdy cała kampania parlamentarna Tuska opierała się na podważaniu tego subsydium. Otwórz oczy, zacznij myśleć."
stqR3s2vYig,19 godzin temu,@marta780,Alkomaty taa trzeba narko testy🤣🐒
BPCqlDZinOg,1 dzień temu,@magorzatasmigiel1963,Holowania jest dobry w mam talent a nie w polityce.
bvlzQvdgqLU,2 dni temu (edytowany),@User20951,Ty masz uśmiechnięta jape przez łzy ♈
lYaBsmTXqkg,4 tygodnie temu,@marekkowalski4915,Dokładnie tak
U0Wu6Yj8It8,1 miesiąc temu,@maybenations," @Bartekm8  Trzaskowski w pewnym sensie sam ich tam wysłał, z tą swoją ""Debatą 1 na 1"".
Jak Kuba Bogu tak Bóg Kubie."
_sORek6I6gQ,13 dni temu,@WojciechSocala,To danke
30dDnzGc3ag,1 miesiąc temu,@kacper29121981,"Tak głosuje na Menzena bo tylko on Jest z poza układu , a tylko to może was uratować"
e8XqrdckYCw,2 tygodnie temu,@sebastiankrzyzostanek4898,Czasy się zmienią jesli😂w końcu odejdzie popis
wOXzDbCathM,2 dni temu,@Arek-qn3pq,"Dlaczego TV Republika puszcza reklamy w dodatku z Hołownia podczas,  gdy wypowiada się pan     Nawrocki, Jakubiak, Mentzen, których z przyjemnością bym wysłuchał a te reklamy dekoncentracja. Wypowiada się poważny człowiek a tu reklama z klaunem... Coś tu nie tak droga telewizjo..."
S3-ZgW967jU,1 dzień temu,@marekkondrat6266,"​ @MarekKasiuk nikogo nie obrażał. Sakiewicz opowiada jakieś bzdury. Pan Maciak masz świadków tej rozmowy telefonicznej. Powiedział tylko sakiewiczowi, że może stracić koncesję w ten sposób. Więc jedynie go uprzedził o konsekwencjach. Niestety Sakiewicz przedstawia to swoim widzom jako groźby."
lYaBsmTXqkg,4 tygodnie temu,@jvkxbjvk,Kotłownia 4-latek uwięziony w ciele 40-latka hahahhahahahahahahh
SK8j0z_pUgg,1 miesiąc temu,@ewanataliia,"W pierwszej na Zandberga, w drugiej na Sensejszyn ❤"
Z89Qq74Fs00,1 miesiąc temu,@marta934,A ja sie nie zgadzam źe wielkim przegranym jest Mentzen. Ludzie a w szczególności jego elektorat i tak pòjdzie za nim.
Ty4lnOFWtl8,2 tygodnie temu,@XyzXyz-k4b,"@jackg-funk bo jesteśmy na wojnie , której owce nie widzą.  Tylko Braun!!!"
9evQ1IszSVY,1 miesiąc temu,@shelfelix2181,​ @jarosawszternel5123  nie ważne zaorał Rafała 🌈
uoNr-izIr0o,10 dni temu,@killer3232121,"W punkt. Kazdy tylko gada a pan Braun dziala i to od dobrych kilka lat, choc wczesniej tez sie bardzo udzielal. Juz nie mowiac o ksiazkach ktore napisal i filmy dokumentalne ktore tworzyl. Wszyscy inni w porownaniu z nim, to sorry ale ZERA. Krzykacze i karierowicze. Albo antyPolacy albo slugusy nie Polakow."
nj3C4Z7KrWg,2 tygodnie temu,@Rob5b297,18:36 Holownia ładnie wyjaśnia Maciaka
-JH9onEuq9M,6 dni temu,@damianw.3962," @joazaj  To dość zabawne bo tutaj akurat pokazał Stanowskiemu kto tu rządzi, w sumie to ograł go, przydatna umiejętność. Mam nadzieję że Stanowski zrobi drugi wywiad z Nawrockim by było po równo - w domu pana Jerzego."
RI0qOE2DjWs,3 dni temu (edytowany),@halinajozefecka4946,"Racja. Mnie też wkurzają te debaty, których słucha i ogląda niewielki odsetek obywateli. Ale tu chodzi o zapełnienie czasu w stacjach tv i podniesienie ich oglądalności. Wzorują się na USA (,,jedna krowa zadarła ogona, to reszta za nią"").
Tyle one dają przeciętnemu obywatelowi, co umarłemu kadzidło. TO SĄ USTAWKI, A NIE DEBATY. Wiedzą, co odpowiedzieć, bo pytania znają wcześniej."
ITOoSsfuYY0,15 godzin temu,@szymonzawadzki794,Pan Braun dobrze mówi. Popieram.
D-LSi_fUaK0,2 tygodnie temu,@hortensjanick3028,@vector6216  Dała kilkukrotnie odpowiedz. Mam blokadę na wyrażenie mojego zdania w tym temacie.
PC2lqAnXzvA,2 tygodnie temu,@nawia4911,"jaki krzykacz xD a żeby jeszcze mówił z treścią
Pani Senyszyn dużo sarkazmu, odniesień - a ten albo nie zakumał albo za bardzo w swoich myślach siedział i umknęło, a dalej krzyczy"
SK8j0z_pUgg,1 miesiąc temu,@franekkkkk,Plus czy zandbergowemu image w ogóle pasowałaby obecność na tej debacie? Bo to że biejat i Hołownia grają w grę Trzaskowskiego jest oczywiste ale Zandberg raczej się uplasował na pozycji typa który stoi z boku rządu i się z nich śmieje
YqfC1PvZtPg,3 tygodnie temu,@agnieszkas9479,"Kanale zero, dziękuję za to co robicie !!"
zw0sZ8tXzxI,2 tygodnie temu,@pinmojo7670,Debatę wygrał w cuglach Pan Doktór Karol Nawrocki.
P1VIeoKuv3k,1 dzień temu,@Miećkawudu,Po wyborach będzie awans na prestiżowe stanowisko szefa szaletu przy via trocina..
YqfC1PvZtPg,3 tygodnie temu,@Piciachu,Mentzen najlepszy 🤣
GIwff4nP6LU,1 miesiąc temu,@lechulechu4154,Jka Braun był odizolowany od wywiadow w telewizji gdzie Mentzen mógł sobie przychodzić to było dobrze co sie zmieniło ze Ewka krzyczy jka pasowalo im że brauna nie zapraszano bo by przegral eurowybory czy teraz prezydenturę.
IF1gc0GAgsk,1 miesiąc temu,@Schopelin,Myślę że warto przypomnieć że największe szanse na pokonanie Trzaskowskiego w II turze ma Sławomir Mentzen.
-JH9onEuq9M,6 dni temu,@rafalgrabiec9899, @robrob6226  tak bo mamy Berlin 🙈🙈🙈
Vx5_YGvyhgY,3 tygodnie temu,@KateAnn-w7q,Sorry . Ale my obserwujemy Artura Bartoszewicza od lat - cala moja rodzina slask -zaglebie podpisywalismy poparcie dla Bartoszewicza !!!! Troche sie pan tutaj zapedzil Stanko bo Artur Bartoszewicz jest znany z wielu debat politycznych od lat jest w tv . My sledzimy i moi znajomi Artura Bartoszewicza na Bezpośrednią Demokrację od lat- chlopie Stanko przestan swirowac .  I Maciak zbieral glosy bardzo dlugo i znam ludzi ktorzy go uwielbiaja - ale dla mnie gosciu jest sam w sobie nietranspartynm - moze zonaty moze mezaty ...  jedziesz po bandzie .
8Lsam8InaT4,1 miesiąc temu (edytowany),@piotrlorenc4532,Dyżurny expert od wszystkiego. Zwłaszcza od globalnej ekonomii.
hiCIBDQH2_g,2 tygodnie temu,@relsonreael,Nasi bohaterowie?
RNJegyGxwFA,2 tygodnie temu,@dominikes7384,Tylko zamienili się rolami
zw0sZ8tXzxI,2 tygodnie temu,@janeczeq2," @zepelinda78  wiesz jak jest, ktoś kto ogląda tylko debaty przed wyborami stwierdzi że ""no, ten Hołownia to dobrze gada"", bo faktycznie przed kamerami to umie dobrze wypaść, a że nie zagłębi się w temat to można powiedzieć że widzi tylko czubek góry lodowej."
HVlCQMtXZFU,1 dzień temu,@kozmida,xD
lYaBsmTXqkg,4 tygodnie temu,@TheMaroczek,"Szymon użył trochę słabych argumentów i kontr pytania. Jeśli Sławomir przykleja mu łatkę koalicjanta Tuska w domyśle pionka w grze Tuska, ten powinien zarzucić mu to samo byciem marionetką Kaczyńskiego i PISu. Polacy w większości chcieli odsunięcia PISu od władzy a co by się stało gdyby to Konfederacja miała więcej głosów i 3 miejsce ? Trochę w tą stronę szedł Szymon ale było to bardziej w domyśle"
Bo_BY3jPsSY,2 tygodnie temu (edytowany),@Marta-mh5nr,"Tylko Jakubiak, Braun i Bartosiewicz wykazują troskę dobro naszego kraju"
2kcDXBHBFQ0,4 tygodnie temu,@szymonsztwiorok3662,"Najważniejsze dla nas nie jest show, tylko dobrobyt i pokój 
Prawdziwy anty sytem to ruch oddolny..
Wygranym jest Wielki nieobecny, jedyny maź stanu Maciej Maciak"
2kcDXBHBFQ0,4 tygodnie temu,@tomaszjedynasty3620,Tylko Braun
uoNr-izIr0o,10 dni temu,@ThePiornik21,Brawo Braun
YqfC1PvZtPg,4 tygodnie temu,@Magdala-f2c,"przecież to dziennikarz, po prostu robi sprawnie swoja robotę, raczej jeden z wielu rewelacyjnych"
kNOy3z2kl68,1 miesiąc temu,@kamilachorazyczewska9143,Pozal sie Bosze ameno
uoNr-izIr0o,2 tygodnie temu,@bidas6954,Znaczy na mentzena? bo braun nie ma żadnych szans nawet jeżeli mówi z sensem.
L81QkyEWMC0,4 dni temu,@MariaKawula,"Bóg Honor i Ojczyzna tylko Karol Nawrocki., nie zmarnuj głosu na tego kto nie ma szans."
Q3mCysi5iWQ,1 miesiąc temu,@janl1551,@ szlochasz? :)))
rZxHGFOj3VQ,1 miesiąc temu,@Lech2018,Ja też bede😂😂😂
Bo_BY3jPsSY,2 tygodnie temu,@zickoxgamesaxr3828,Piękna debata
9Sf6ZNMtUHs,10 dni temu,@barbaraspadek6801,Prawdy i honoru Polski nie ma komu odważnie bronić oprócz G.Brauna! PRAWDZIWY MĄŻ STANU. RYCERZ POLSKI. POLSKIE DOBRO NARODOWE. PRAWDZIWY PATRIOTA I ODWAŻNY OBROŃCA POLSKI I POLAKÓW!!!
ssbRjaEMaYs,4 dni temu,@magorzatakaczmarek8662,Cala rodzina głosuje na Brauna ❤️❤️❤️🇵🇱🇵🇱🇵🇱
-JH9onEuq9M,5 dni temu,@JNoisePL,Mateusz to ty ?? Po ile jest chleb ?
2kcDXBHBFQ0,1 miesiąc temu,@stanisawakostuch3861,"@BabyDora-x7i zwykli ciezko Pracujacy Polacy sa za biedni zeby holownia ich w ogóle zauważył. On zeby splacic swoje milionowe  dlugi potrzebuje takich z walizkami pelnymi dolarów i euro , szejków itp jak Eva Kaili z PE."
nrndqzixNvw,1 dzień temu,@eureka989,"Niezależny kandydat .Dajmy szansę M.Maciakowi i nam wszystkim aby  póżniej nie mówić ,że nie było alternatywy.! Od tylu  lat chcemy zmian a teraz gdy jest taka możliwość to się wahamy ?"
7ML9uNOVyfA,3 tygodnie temu,@PolakPatriotaTheOne,Babcie ma się 2 tylko w normalnej rodzinie...
e8XqrdckYCw,2 tygodnie temu,@_szarak_,"@dawidd.3525  10 lat wstydzę się za to co wyczynia duda.  Mam już dość upośledzonego prezydenta , dość tej żenady!"
7zMr8QLTMPs,2 dni temu,@ChristopherRomanowski-u3l,Nawrocki kreci jak tylko moze. Won z Alfonsem !!!!!
4XUDk5wIarU,5 dni temu,@sewerynp8001,Pan Braun to jest prawdziwy Zawodnik!
K4g_S65Yg-0,1 dzień temu,@danutastachon8133,Dziękuję ❤
m6F74qbTzpw,7 dni temu,@Szczepan-c3o,"Nie mogę się doczekać czy Trzaskowski przedstawi swoje poglądy tak jak pozostali kandydaci, czy jakieś nowe zmienione w ostatnim tygodniu pomysły"
JMcE6H-m-os,1 dzień temu,@grazynablaszkow524,Brawo panie  Braun
wOXzDbCathM,2 dni temu,@Polishboy333,"Druga tura to moment w ktorym my wyborcy konfy i pisu powinnismy sobie podac rece , to wlasnie ta chwila chociaz raz w walce o Polske."
ssbRjaEMaYs,4 dni temu,@ElizabethBraun-y5t,Love him.
CuCuGOvaOyk,2 dni temu,@MikaComments,Mamy 2ch kandydatow ktorzy sa prawdziwymi patriotami i stawiaja nasze polskie sprawy na 1szym miejscu to jest Pan Braun 🇵🇱  i Pan Bartoszewicz 🇵🇱
hiCIBDQH2_g,2 tygodnie temu,@jdamianek5758,Przykład nieuctwa posła brauna
EpUhR6x10Ww,4 tygodnie temu,@czarekkaszkur1073,tylko Braun
kU60gY5uIIk,2 dni temu,@ninakoaczkowska9777,"No,no wielki szacun Panie Stanowski .❤❤❤"
CuCuGOvaOyk,3 dni temu (edytowany),@labnr28,"@neilclementoni4403 nie ""ZASZCZYT"" tylko ""PRZYWILEJ""!"
XA85sfEWnXo,4 dni temu,@ukasz9356,Jeszcze Mentzen
kNOy3z2kl68,1 miesiąc temu (edytowany),@jduczmalewski,"Tak! Szczególnie była widoczna w jego zachowaniu, kiedy dr. Artur Bartoszewicz zapytał go obsadę spółek skarbu państwa. 😅😅😅"
kNOy3z2kl68,1 miesiąc temu,@sezarabiam9793,"Dobra, ale kto to jest ten obok Grzegorza Brauna?"
gE0laXVB0qw,5 dni temu,@bartb2863,Polacy przestancie pisac ze trzaskowski jest lepszy od pisu!!!!!! W tych wyborach jest wiecej kandydatow. kazdy z nich jest lepszy od klamliwego trzaskowskiego
kNOy3z2kl68,2 tygodnie temu (edytowany),@pizibizi,"W szklanej kuli kształt się klaruje,
Mężczyzna w niej twarz ukazuje.
Ma na sobie okulary,
Nie jest młody ani stary.
Z brodą, co mu dodaje powagi,
Jego wzrok jest pełen uwagi.
Myślę sobie: 'jasny księżyc... o rany!
Czy ja śnię Boże kochany?'
Bo magiczna szklana kula
Pokazała mi twarz króla!
Obraz jak full piksel fota,
Na głowie lśni korona złota!
Śpiewam i tańczę, jest dobrze jak w raju,
Wiem kto wybory wygra w maju!
Stukam w srajfona, dzwonię do córy,
Patrzę na kulę, a on ręce wznosi do góry!
W geście zwycięstwa... A ludzie rozradowani
Skaczą ze szczęścia... Oto król Polski moi kochani!"
stqR3s2vYig,1 dzień temu,@agatadvnts,narazie alko i narko to podstawa
zchQKkgU2C4,2 tygodnie temu,@januszswiech-azjazpasja,@inakman8461 Ja bym chętnie zobaczył Wyspę Totalnej porażki z naszymi politykami jako uczestnikami.
9evQ1IszSVY,1 miesiąc temu,@iwonamatuszczyk2508,@LPArtProductions  Pieprzyl w swojej lidze tzn.  jak inni ktorzy uzyskali tyle pkt % co on.
SK8j0z_pUgg,1 miesiąc temu,@mareky505,Ja tylko przypomnę że Seneszyn postawi elektrownię atomową w 100 dni proszę państwa!
YqfC1PvZtPg,4 tygodnie temu,@mariannakaminska3852,"Nie będzie  2 - giej Tury  ,bo w 1 - ej Turze wygra Grzegorz Braun👍 wygra Grzegorz Braun  👍wygra Grzegorz Braun 👍. . . itd  👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👎👎👎👎👎"
kNOy3z2kl68,1 miesiąc temu,@rafalbanan3056,@pr_merocar  wiem doskonale i ani mi się nie chce nic pisać na ten temat bo bym najchętniej dla tej kasty zrobił powtórkę z historii.
7ML9uNOVyfA,1 miesiąc temu,@dixi2007,Maciak jedyny przeciwko militaryzacji...👏👏👏..i tak trzymać..bo kto pojdzie na ewentualną wojne ..politycy???
e8XqrdckYCw,2 tygodnie temu,@beatanowak2530,Jeśli chodzi o chołownie to mogę powiedzieć tylko jedno pycha kroczy zawsze przed upadkiem. Studia już są  płatne lekarz już jest płatny  12i13 są wypłacane z opodatkowanych emerytur. Więc lepiej żeby zlikwidować 12i13 a w zamian za to zlikwidować podatek od emerytur bo  wtedy emeryci dostaną więcej kaski
hiCIBDQH2_g,2 tygodnie temu,@KrzysztofSarna,Zapraszam do zostawienia suba na kanale!
9evQ1IszSVY,1 miesiąc temu,@Aga-ff9wo,"On po prostu pokazał całe zakłamanie polskiej polityki.
No i brawo.
W sumie najbardziej wiarygodnie wypadł...."
WNdtDwl9orc,4 dni temu,@dorotakonatowicz419,nie wiem jak tu trafiłem....a wiesz co piszesz?
RNJegyGxwFA,2 tygodnie temu,@beataxyz5504,@milOzaur   Z tym że już nie czytam co tam bzdecisz .Pa
kNOy3z2kl68,1 miesiąc temu,@sinar-kontrolaumyslu,Bez prawdy będziecie i tak tym czym jesteście 🤕
_mtKsApDFFo,4 tygodnie temu,@norbertkawka7816,"Dziękujcie L.Kaczyńskiemu, dzięki niemu będziemy mieć euro w Polsce prędzej czy później"
K4g_S65Yg-0,23 godziny temu,@PolakgłosujenaPolaka-x1d,Grzegorz Braun - akcja - NOLE spotkania Polaków
D-LSi_fUaK0,2 tygodnie temu,@IwonaMarzena,Brawa dla Mentzena
ITOoSsfuYY0,2 tygodnie temu,@ralphralphius9862,"Astma nie jest od "" powietrza"" ..każdy kto chodził do szkoły i umie szukać wiedzy to wie pani trzaskowski"
7QAFj0G2N34,5 dni temu,@Hanna-pu1op,Hańba dla telewizji Republika !!!! To jest demokracja!!!!
acqYOuWJ2XE,4 dni temu,@jacek9941,"Pani Arleta za długo pracowała w TV i jak dzwonią ludzie z głupimi pytaniami, to nie potrafi udawać, że nie ma ich gdzieś. :)"
PC2lqAnXzvA,4 tygodnie temu,@mirosawatetych3920,Chroń nas Boże od takiej matki
EpUhR6x10Ww,4 tygodnie temu,@Chr0me1989,To jest straszne że taka osoba jak Hołownia jest drugą osobą w państwie. Ale ciemnota nie zrozumie....
XJ6pi7LDit8,4 dni temu,@maskazorro7856,Tylko Artur Bartoszewicz
